City,State,Shape,Duration,Summary,Posted,Date,Time
Easton,PA,Fireball,180,Round object high in sky with flames coming from it.,9/9/2013,9/5/2013,21:00:00
Warsaw,OH,Fireball,360,Large intense yellow fireball with red attached tails.,9/9/2013,9/4/2013,21:15:00
Seymour,CT,Fireball,300,My roommate & I witnessed what appeared to be a floating ball of fire rise above the Housatonic River behind our house.,9/9/2013,9/4/2013,20:50:00
Everett,WA,Fireball,900,"I observed an orange fireball about1/6 the size of the moon, traveling across the sky at a moderate speed twice in a 10 minute period.",9/9/2013,9/2/2013,22:45:00
West Chester,OH,Fireball,900,"Fireball object seen in West Chester, OH. Strange flight pattern.",9/9/2013,9/2/2013,20:15:00
Hendersonville,TN,Fireball,900,Four fireballs seen in the night sky,9/30/2013,9/1/2013,22:15:00
Columbus,OH,Fireball,180,"Strange glowing fireball/orange object moving quickly in Columbus, OH.",9/9/2013,9/1/2013,21:15:00
Provincetown,MA,Fireball,18000,4 rocket fires seen in succession traveling northeast over Cape Cod Massachusetts.,9/9/2013,9/1/2013,21:15:00
Zelionople,PA,Fireball,900,Get out of my car and look into the sky and see 6 fire balls moving slowly and forming into formations coming together into one and the,9/9/2013,9/1/2013,21:00:00
Beavercreek,OH,Fireball,1800,Two orange fireballs moving over Beavercreek Ohio for approx 30 minutes.,9/9/2013,9/1/2013,21:00:00
Beavercreek,OH,Fireball,600,"7 fireballs in the sky over Beavercreek, Ohio.",9/9/2013,9/1/2013,21:00:00
Loudon,TN,Fireball,120,A flame like object moving at a good speed in a clear pattern.,9/9/2013,9/1/2013,20:30:00
Arlington,TX,Fireball,120,Bright orange seen in Texas.,9/9/2013,9/1/2013,2:15:00
Hillsboro,OR,Fireball,600,Strange orange light(flame) in the sky,9/9/2013,8/31/2013,22:20:00
Grayslake,IL,Fireball,300,8-31-2013 at 21:30 a yellowish –red fireball (1) observed over south Grayslake.,9/9/2013,8/31/2013,21:30:00
Mentor,OH,Fireball,240,2 spheres bright red/orange over northern Mentor sky 8/31/13 at 20:50. Thought it was a plane on fire in pieces.,9/9/2013,8/31/2013,20:50:00
Lake Grove,NY,Fireball,30,Was in a parking lot in Lake Grove NY walking to my car when I looked up and saw this red-orange glow going across the sky from south-w,9/9/2013,8/31/2013,20:20:00
Fredericton (20 min. outside) (Canada),NB,Fireball,60,Large orange fireball flying at high speed then then suddenly disappeared.,9/9/2013,8/30/2013,22:30:00
Bloomington,IL,Fireball,300,2 Fireballs flying low.,9/9/2013,8/30/2013,22:00:00
Port St. Lucie,FL,Fireball,600,Fiery Colored Silent Agile Ball Of Light.,9/9/2013,8/30/2013,21:10:00
Bedminster,NJ,Fireball,180,"I was traveling 206 north off of 287 north in new jersey with my mom at approximately 9pm Saturday night, August 30, 2013. My mom notic",9/9/2013,8/30/2013,21:00:00
Sedona,AZ,Fireball,300,Two orange/red fireballs ascending in western sky.,9/9/2013,8/30/2013,20:10:00
Pensacola,FL,Fireball,120,"Orange ball shape and not engine exhaust, no nav lights",9/9/2013,8/30/2013,19:30:00
Port St. Lucie,FL,Fireball,1200,Fiery Colored Silent Agile Ball Of Light.,9/9/2013,8/29/2013,21:15:00
Billings,MT,Fireball,60,"Bright, glowing object at 5000 ft AGL.",10/14/2013,8/28/2013,21:30:00
Seattle (West Seattle/SeaTac),WA,Fireball,300,Two fireballs above West Seattle.,8/30/2013,8/28/2013,20:45:00
Roseville,MI,Fireball,600,Aware and very real.,8/30/2013,8/28/2013,20:00:00
Garland,TX,Fireball,600,Possible fireballs in the sky that burned out over our house.,8/30/2013,8/27/2013,22:23:00
Las Vegas,NV,Fireball,600,Fireballs over Las Vegas.,8/30/2013,8/27/2013,22:15:00
New York City (Queens; Fresh Meadows),NY,Fireball,1200,Four people spotted three orange weird objects in the sky that appeared a total of three times.,8/30/2013,8/27/2013,20:50:00
Bluebell,PA,Fireball,120,Amber glow light with a small random white pulsating. Moving slow from south to north. . IT changed it directions and hovered.over wing,8/30/2013,8/27/2013,20:45:00
Atlanta,GA,Fireball,5,Green fireballs 2 different sightings over Atlanta.,9/9/2013,8/27/2013,17:00:00
Greensburg,PA,Fireball,120,Peculiar lights seen over shopping area,9/9/2013,8/26/2013,20:40:00
Mount Pleasant,SC,Fireball,1200,Bright Orange/Red lights across SC night sky.,8/30/2013,8/25/2013,22:30:00
Ypsilanti,MI,Fireball,600,Fireball breaks into two over Ypsilanti.,8/30/2013,8/25/2013,21:30:00
Lockport,NY,Fireball,180,Fireballs in the sky caught my eye.,9/9/2013,8/25/2013,0:01:00
Lake Wales,FL,Fireball,20,"Another fireball sighting in Lake Wales, FL",8/30/2013,8/24/2013,22:08:00
Seven Devils,NC,Fireball,1500,230+ fireballs formed the shape of a Christmas tree and then split into 2 parallel lines of two groupings and continued from the east,8/30/2013,8/24/2013,22:00:00
Ross Township,PA,Fireball,300,7 glowing orange balls of light witnessed traveling east to west in northern suburbs of Pittsburgh.,8/30/2013,8/24/2013,21:30:00
Hudson,WI,Fireball,120,low flying fireball heading north over the HHS.,8/30/2013,8/24/2013,21:00:00
Nashville,TN,Fireball,480,"Moving orange, round lights in the sky... 5 to 6 minues... 35 to 45 objects in random and changing formations. Silent",8/30/2013,8/24/2013,21:00:00
Drums,PA,Fireball,40,4 slow moving extremely bright fire balls moving across the sky from the SW to NE over Drums for about 30 seconds,8/30/2013,8/24/2013,20:45:00
Springboro,OH,Fireball,30,"Driving north saw fireball hovering over tree line in front of us, fireball rose as we approached took off towards the west while risin",8/30/2013,8/24/2013,1:00:00
Tyndall AFB,FL,Fireball,3,Bright steady paced light that began to have a dripping effect towards end of sighting.,8/30/2013,8/24/2013,0:00:00
South Portland,ME,Fireball,120,On 8/23/13 at 22:45 my co-worker and I witnessed 2 Orange balls of light heading in a southerly direction in unison. altitude was rough,8/30/2013,8/23/2013,22:45:00
London (Canada),ON,Fireball,600,Boyfriend and I saw bright orange silent fireball like orbs in sky above London Ontario.,10/23/2013,8/23/2013,22:30:00
Springfield,OH,Fireball,60,Fireball inside a vertical triangle.,8/30/2013,8/23/2013,22:00:00
Petersburg,VA,Fireball,300,Ball of fire disappear in night sky.,8/30/2013,8/22/2013,22:00:00
Isanti,MN,Fireball,360,Saw a fireball up close with my wife and 4 year old son.,9/9/2013,8/22/2013,20:50:00
Huntington Beach,CA,Fireball,900,Red glowing fireball orbs w/plane coming head on for them disappear manuevered with intelligence.,9/30/2013,8/22/2013,19:46:00
Winnipeg (Canada),MB,Fireball,10800,Hi i live in Winnipeg there have been some odd glowing red balls seen over the city( this was witnessed by by cousin and another frein,8/30/2013,8/22/2013,0:00:00
Rhinebeck,NY,Fireball,1080,6 traveling campfires going NW to NE the night of the Full Moon 8/21.,9/9/2013,8/21/2013,21:50:00
Fort Wayne,IN,Fireball,600,"Glowing object in sky,",8/30/2013,8/21/2013,21:15:00
Alton,IL,Fireball,180,"15 objects over Alton, Il.",8/30/2013,8/21/2013,20:30:00
Kure Beach,NC,Fireball,3,Small fireball seen for a few seconds off coast.,8/30/2013,8/20/2013,23:15:00
Portland,OR,Fireball,25,Orange fireball hovers over southeast Portland than disappears,8/30/2013,8/20/2013,22:00:00
Los Angeles,CA,Fireball,25,Three red orange balls of light traveling low over the Santa Monica bay in Los Angeles and then ascending vertically and fading out of,8/30/2013,8/20/2013,21:00:00
Tacoma,WA,Fireball,120,Red and orange fireball shaped craft moving south in a smooth fast manner.,8/30/2013,8/20/2013,20:45:00
Tacoma,WA,Fireball,120,Bright Red/Orange Fireball in North Tacoma moving very fast and smooth from North to South,8/30/2013,8/20/2013,20:45:00
Hannibal,MO,Fireball,30,Fire in the sky.,8/30/2013,8/20/2013,20:30:00
Lahaina,HI,Fireball,120,"Two seperate events of orange and white fireballs, lacking tails, travel across northern skies of Kaanapali to the South.",8/30/2013,8/18/2013,21:40:00
Tacoma (northeast of),WA,Fireball,600,When looking to the north from our front door we both saw 6 round orange balls. We are in the flight path for seatac and the in bound p,8/30/2013,8/18/2013,21:08:00
Bristol,CT,Fireball,300,"Five orange circular objects were seen in Bristol August 18, 2013 at 20:06.",12/12/2013,8/18/2013,20:06:00
Kure Beach,NC,Fireball,10,"Orange glow disappears over kure beach, nc after 10-15 seconds.",8/30/2013,8/17/2013,22:30:00
San Gabriel,CA,Fireball,240,"3 Goldish Orange crafts heading north moving very slow like a half a mile 2 months time, then 2 more appeared and then 2 more... cross",8/30/2013,8/17/2013,22:00:00
Winkler (Canada),MB,Fireball,180,Red fireball traveling slowly across the sky.,8/30/2013,8/16/2013,23:15:00
Westminster,MD,Fireball,240,Orange glowing object that didn't blink or flash it looked like it was on fire,8/30/2013,8/16/2013,23:00:00
Cottage Grove,MN,Fireball,900,Four fireballs over eastern Minnesota.,9/9/2013,8/16/2013,22:30:00
Orlando,FL,Fireball,180,"An orange burning globe floated across the eastern sky in Orlando, Florida at 22:06 on 8/16/2013.",8/30/2013,8/16/2013,22:06:00
Rabun County (unincorporated),GA,Fireball,60,"Fireball observed on Lake Burton, GA",8/30/2013,8/16/2013,22:00:00
Topsail Island,NC,Fireball,300,UFO Spotted Over Topsail Beach,8/30/2013,8/16/2013,22:00:00
Sparta,KY,Fireball,180,Seen hovering over house in triangle shape with blinking lights until fading away.,8/30/2013,8/16/2013,21:40:00
Madison,WI,Fireball,600,"Five fireball looking objects appeared moving at high speeds from the northwest moving south, southeast. One after another they moved a",8/30/2013,8/16/2013,1:10:00
Santa Fe,TX,Fireball,240,2 stationary fireballs.,8/30/2013,8/14/2013,22:39:00
Allentown,PA,Fireball,300,12 Bright Orange Orbs In Single File Formation.,1/7/2015,8/14/2013,21:30:00
Romeoville,IL,Fireball,1800,Orange/Yellow/Red Sphere or Orb seen in Romeoville IL in night sky followed by low flying helicopters TWO seperate sightings.,9/9/2013,8/14/2013,21:20:00
Alma,AR,Fireball,300,2 Fireballs trailing an aircraft . making erratic movements one which was vertical .,8/30/2013,8/14/2013,19:00:00
Franklin,IN,Fireball,10,Fireball traversing laterally across the sky between Franklin and Bargersville.,8/30/2013,8/14/2013,0:25:00
Tybee Island,GA,Fireball,120,"Fiery red lights appear and disappear above the Atlantic, just off the coast of Tybee Island.",8/30/2013,8/13/2013,21:30:00
Franklin,IN,Fireball,900,Fiery orbs moving into formations while dropping smaller orbs.,1/10/2014,8/12/2013,22:00:00
Zeigler,IL,Fireball,180,Orange fireball in the sky.,8/30/2013,8/12/2013,21:00:00
Englewood,OH,Fireball,120,Orange fireball.,8/30/2013,8/11/2013,23:00:00
Jackson,OH,Fireball,420,2 round fireballs moving south,8/30/2013,8/11/2013,22:00:00
Jackson,OH,Fireball,300,Two fireballs on the horizon.,8/30/2013,8/11/2013,22:00:00
Grand Manan Island (Canada),NB,Fireball,1200,Never seen anything like it,8/30/2013,8/10/2013,22:45:00
Emerald Isle,NC,Fireball,600,Two orange fireballs seen moving in a southerly direction and climbing until no longer visible.,8/30/2013,8/10/2013,22:20:00
Lehighton,PA,Fireball,1200,Fireballs aproxemently 2 dozen go by us for about 20 mins,8/30/2013,8/10/2013,22:15:00
Medina,OH,Fireball,300,"Two orange glowing objects, 5 minutes apart.",8/30/2013,8/10/2013,22:00:00
Linfield,PA,Fireball,900,Saw 11 fireballs that faded away near the Limerick Power Plant.,8/30/2013,8/10/2013,21:30:00
Houston,TX,Fireball,30,Red/orange fireballs in Houston sky.,8/30/2013,8/10/2013,21:30:00
Gimli (Canada),MB,Fireball,600,"Fireball, big, two of them same spot in the sk , very high up.",10/14/2013,8/10/2013,21:00:00
Austin,TX,Fireball,5,"Bright green flash zipped accross sky in Austin, Tx. ((NUFORC Note: Meteor? We suspect a nighttime sighting. PD))",9/30/2013,8/10/2013,9:00:00
Nottingham,MD,Fireball,1500,WE then looked up to see two reddish objects in the sky. Then one seemed to catch fire and fall.,8/30/2013,8/10/2013,8:30:00
St. Thomas (Canada),ON,Fireball,120,Sphere like fireball over Saint Thomas On. Canada,8/30/2013,8/9/2013,22:20:00
Acton (Canada),ON,Fireball,600,Eight lights travelled at seemingly exactly the same distance apart without sound,8/30/2013,8/9/2013,22:00:00
Captiva,FL,Fireball,2160000,10th SIGHTING OF A “UGO” AND 8th SIGHTING OF MANY UFO “FIREBALLS”,8/30/2013,8/9/2013,21:45:00
Towson,MD,Fireball,60,Bright orange sphere quietly flying accross the night sky.,8/30/2013,8/9/2013,21:42:00
Lovington,IL,Fireball,120,"Whatever I saw was very odd, and I had never seen anything like it before.",8/30/2013,8/9/2013,21:30:00
Battle Ground,WA,Fireball,300,Large orange ball phasing dim to bright,8/30/2013,8/9/2013,21:15:00
Woodland,WA,Fireball,300,Light on Lewis River brighter than brightest star moved hundreds of miles very fast in non-linear fashion; not a human craft.,2/27/2014,8/8/2013,0:10:00
Schererville,IN,Fireball,600,"Green orb-like fireball over Schererville, IN appearing twice",8/30/2013,8/7/2013,21:00:00
Painesville,OH,Fireball,300,I saw 2 undefinable fireball objects just before sunset on 8/7/2013,8/30/2013,8/7/2013,19:45:00
Winter Haven,FL,Fireball,600,Fireball that dropped something with flashing lights.,8/30/2013,8/7/2013,11:00:00
Saint Augustine,FL,Fireball,480,Stunning orange fireball in the sky..,8/30/2013,8/7/2013,8:30:00
Lake Wales,FL,Fireball,300,Large red/yellow fireball followed by craft similar to the space shuttle,8/30/2013,8/7/2013,8:05:00
Allentown,PA,Fireball,600,Fire ball with flame,8/30/2013,8/6/2013,23:00:00
Sydenham (Canada),ON,Fireball,45,"Bright, yellow-orange fireball",8/30/2013,8/6/2013,22:40:00
Beaver,OH,Fireball,120,"Three fireballs in the sky in Beavercreek, OH",8/30/2013,8/6/2013,22:20:00
Hilton Head,SC,Fireball,900,Dimly lit orange fire appearing and reappearing in the sky.,8/30/2013,8/6/2013,21:00:00
Captiva,FL,Fireball,1200,7th SIGHTING OF AMBER-ORANGE UFOS (FIREBALLS),8/30/2013,8/5/2013,21:46:00
Post Falls,ID,Fireball,7200,"Looking to the north east from post falls past rathdrum, Idaho a multiple coloref Jagged edged, even like zig zag edges moving up and n",8/30/2013,8/4/2013,23:00:00
Harvest,AL,Fireball,4,Bright green multi-point fireball falling out of sky.,8/30/2013,8/4/2013,20:10:00
Dayton,OH,Fireball,180,Shape changing fireball that hovered close to the ground an flew off with incredible speed,8/30/2013,8/4/2013,2:26:00
Riverhead,NY,Fireball,480,3 Giant Fireballs over Easter Long Island! UFO Sighting 09/04/2013,8/30/2013,8/4/2013,0:10:00
Dayton,OH,Fireball,300,"Dozens of oranges fireball like objects flying silently, disappearing, then reappearing, they just kept coming over the horizon, flying",8/30/2013,8/4/2013,0:05:00
Port Clinton,OH,Fireball,120,Orange looking fireball,8/30/2013,8/3/2013,23:50:00
San Jose,CA,Fireball,1800,"Orange red fireball seen 4 times above San Jose, Ca. 8/3/13",8/30/2013,8/3/2013,23:30:00
Woonsocket,RI,Fireball,180,A bright red circle/light/fireball in the sky that didn't blink and suddenly disappeared.,8/30/2013,8/3/2013,22:40:00
Hoffman Estates,IL,Fireball,120,Red-orange orbs in Western sky,8/30/2013,8/3/2013,22:20:00
Cayucos,CA,Fireball,600,Four Fireballs in Cayucos Sky,8/30/2013,8/3/2013,22:00:00
Madison,WI,Fireball,1200,Three orange/red fireballs over Madison's West Side.,8/30/2013,8/3/2013,21:55:00
New York City (Bronx),NY,Fireball,120,4 reddish/ orange objects seem in the sky.,8/30/2013,8/3/2013,21:30:00
Toledo,OH,Fireball,600,2 bright orange lights.,8/30/2013,8/3/2013,3:48:00
Madison,CT,Fireball,600,"Orange Glowing Fireball moved South, then North, then disappeared.",9/9/2013,8/3/2013,0:18:00
Loxahatchee,FL,Fireball,15,Fireball seen exhibiting off manuverability,8/30/2013,8/3/2013,0:00:00
Sacramento,CA,Fireball,180,Orange/amber sphere sacramento,8/30/2013,8/2/2013,21:35:00
Easton,PA,Fireball,1800,8 or more fiery orange objects move in formation in the sky.,8/30/2013,8/2/2013,21:00:00
Keswick (Canada),ON,Fireball,5,Green fireball falling from the north of Georgina/Keswick.,8/30/2013,8/2/2013,1:00:00
Buffalo,NY,Fireball,900,Balls of fire.,8/30/2013,7/31/2013,21:55:00
Huntington Station,NY,Fireball,30,Orange fireball moving in a northeast direction. traveling sooth about 200 ft up,8/30/2013,7/31/2013,21:30:00
Clifton,NJ,Fireball,240,"2 strange orange glowing lights in the sky over Clifton, NJ",8/30/2013,7/30/2013,22:00:00
